지역,단지명,면적구간,반기,거래건수,중앙값_만원,최저가_만원,최고가_만원
화성시,동탄역반도유보라아이비파크7.0,73.7,2025H1,6,108000.0,99500,113000
화성시,동탄역반도유보라아이비파크7.0,73.7,2025H2,8,108500.0,106000,114200
화성시,동탄역반도유보라아이비파크7.0,73.7,2026H1,18,119000.0,105000,142000
화성시,동탄역반도유보라아이비파크7.0,76.2,2020H2,2,98850.0,98700,99000
화성시,동탄역반도유보라아이비파크7.0,76.2,2021H1,1,120000.0,120000,120000
화성시,동탄역반도유보라아이비파크7.0,76.2,2021H2,2,125250.0,122000,128500
화성시,동탄역반도유보라아이비파크7.0,76.2,2022H2,1,78500.0,78500,78500
화성시,동탄역반도유보라아이비파크7.0,76.2,2023H1,2,89700.0,89400,90000
화성시,동탄역반도유보라아이비파크7.0,76.2,2023H2,6,93250.0,90000,97000
화성시,동탄역반도유보라아이비파크7.0,76.2,2024H1,3,98300.0,98000,98700
화성시,동탄역반도유보라아이비파크7.0,76.2,2024H2,3,100000.0,95000,106000
화성시,동탄역반도유보라아이비파크7.0,76.2,2025H1,1,99000.0,99000,99000
화성시,동탄역반도유보라아이비파크7.0,76.2,2025H2,7,107000.0,102000,109700
화성시,동탄역반도유보라아이비파크7.0,76.2,2026H1,13,117000.0,105000,135000
화성시,동탄역반도유보라아이비파크7.0,86.2,2020H2,1,123000.0,123000,123000
화성시,동탄역반도유보라아이비파크7.0,86.2,2021H1,3,143000.0,132000,147500
화성시,동탄역반도유보라아이비파크7.0,86.2,2021H2,1,149000.0,149000,149000
화성시,동탄역반도유보라아이비파크7.0,86.2,2022H1,1,119000.0,119000,119000
화성시,동탄역반도유보라아이비파크7.0,86.2,2023H1,4,105500.0,98000,118000
화성시,동탄역반도유보라아이비파크7.0,86.2,2024H1,1,70000.0,70000,70000
화성시,동탄역반도유보라아이비파크7.0,86.2,2024H2,5,114800.0,109000,115000
화성시,동탄역반도유보라아이비파크7.0,86.2,2025H1,5,118000.0,110000,121000
화성시,동탄역반도유보라아이비파크7.0,86.2,2025H2,9,122000.0,112000,135000
화성시,동탄역반도유보라아이비파크7.0,86.2,2026H1,13,139500.0,128000,152500
화성시,동탄역반도유보라아이비파크7.0,86.2,2026H2,1,154500.0,154500,154500
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2020H1,26,74100.0,65000,79000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2020H2,43,82600.0,74300,90700
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2021H1,21,93000.0,84000,100500
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2021H2,22,103150.0,92500,110000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2022H1,6,89500.0,82300,99000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2022H2,6,78250.0,71000,80500
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2023H1,15,81000.0,69000,90000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2023H2,10,88500.0,86500,94000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2024H1,14,89150.0,82500,92000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2024H2,12,91500.0,89000,95000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2025H1,21,91900.0,86000,94700
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2025H2,24,95250.0,91000,105000
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2026H1,47,107800.0,98000,137500
화성시,동탄역시범반도유보라아이비파크1.0,85.0,2026H2,1,132000.0,132000,132000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2020H1,11,87000.0,79500,91000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2020H2,5,103000.0,90000,108000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2021H1,5,123800.0,117500,125000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2021H2,4,127750.0,126000,130000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2022H1,1,103500.0,103500,103500
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2022H2,1,100000.0,100000,100000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2023H1,2,93250.0,92500,94000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2023H2,5,109000.0,104000,109400
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2024H1,3,107500.0,105500,110000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2024H2,8,109000.0,106000,116000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2025H1,11,107500.0,103000,113000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2025H2,7,110000.0,70200,113000
화성시,동탄역시범반도유보라아이비파크1.0,99.0,2026H1,19,119000.0,112000,145000
화성시,동탄역파라곤,78.1,2021H1,1,86809.0,86809,86809
화성시,동탄역파라곤,78.1,2023H1,4,81250.0,80000,89300
화성시,동탄역파라곤,78.1,2023H2,3,88000.0,85000,96000
화성시,동탄역파라곤,78.1,2025H2,1,97000.0,97000,97000
화성시,동탄역파라곤,78.1,2026H1,12,104750.0,99000,135000
화성시,동탄역파라곤,79.9,2023H1,3,88000.0,79000,90800
화성시,동탄역파라곤,79.9,2023H2,4,94850.0,90000,97000
화성시,동탄역파라곤,79.9,2024H1,2,96400.0,96100,96700
화성시,동탄역파라곤,79.9,2024H2,3,102500.0,100500,104500
화성시,동탄역파라곤,79.9,2025H2,7,102000.0,95800,105000
화성시,동탄역파라곤,79.9,2026H1,15,107000.0,102500,130000
화성시,동탄역파라곤,101.6,2023H2,2,127750.0,121500,134000
화성시,동탄역파라곤,101.6,2024H1,1,130000.0,130000,130000
화성시,동탄역파라곤,101.6,2026H1,5,135000.0,128000,143000
화성시,동탄역파라곤,104.8,2023H2,1,173000.0,173000,173000
화성시,동탄파라곤,159.4,2020H2,1,94800.0,94800,94800
화성시,동탄파라곤,159.4,2021H1,1,95000.0,95000,95000
화성시,동탄파라곤,159.4,2023H2,2,85000.0,81000,89000
화성시,동탄파라곤,159.4,2024H2,3,86250.0,85000,88000
화성시,동탄파라곤,159.4,2025H2,2,79750.0,74500,85000
화성시,동탄파라곤,159.4,2026H1,3,88000.0,82500,100000
화성시,동탄파라곤,171.0,2020H1,3,88000.0,70850,90000
화성시,동탄파라곤,171.0,2020H2,1,87000.0,87000,87000
화성시,동탄파라곤,171.0,2021H1,2,95000.0,80000,110000
화성시,동탄파라곤,171.0,2023H2,1,91000.0,91000,91000
화성시,동탄파라곤,171.0,2025H2,1,83000.0,83000,83000
화성시,동탄파라곤,171.0,2026H1,2,83100.0,82500,83700
화성시,동탄파라곤,174.0,2021H2,2,115000.0,115000,115000
화성시,동탄파라곤,174.0,2023H1,1,60000.0,60000,60000
화성시,동탄파라곤,174.0,2025H1,2,90850.0,88900,92800
화성시,동탄파라곤,174.0,2026H1,2,97900.0,90800,105000
화성시,동탄파라곤,192.7,2020H1,1,76000.0,76000,76000
화성시,동탄파라곤,192.7,2020H2,1,92500.0,92500,92500
화성시,동탄파라곤,192.7,2026H1,1,70000.0,70000,70000
화성시,동탄파라곤,201.4,2020H1,3,82500.0,82000,94500
화성시,동탄파라곤,201.4,2020H2,3,94000.0,92000,99500
화성시,동탄파라곤,201.4,2021H1,2,107500.0,95000,120000
화성시,동탄파라곤,201.4,2021H2,1,127000.0,127000,127000
화성시,동탄파라곤,201.4,2023H2,1,115000.0,115000,115000
화성시,동탄파라곤,201.4,2024H1,3,110000.0,109000,110000
화성시,동탄파라곤,201.4,2024H2,2,111250.0,111000,111500
화성시,동탄파라곤,201.4,2025H1,4,108350.0,106700,113000
화성시,동탄파라곤,243.1,2025H1,2,163000.0,159500,166500
화성시,동탄파라곤,244.0,2020H2,1,160000.0,160000,160000
화성시,동탄파라곤II,115.2,2020H1,1,49000.0,49000,49000
화성시,동탄파라곤II,115.2,2020H2,1,63000.0,63000,63000
화성시,동탄파라곤II,115.2,2021H2,2,75000.0,75000,75000
화성시,동탄파라곤II,115.2,2023H2,3,64500.0,61500,75000
화성시,동탄파라곤II,115.2,2024H2,1,75000.0,75000,75000
화성시,동탄파라곤II,115.2,2025H2,1,67000.0,67000,67000
화성시,동탄파라곤II,115.6,2020H1,7,48500.0,47100,50000
화성시,동탄파라곤II,115.6,2020H2,5,60000.0,49000,64500
화성시,동탄파라곤II,115.6,2021H1,2,64300.0,63000,65600
화성시,동탄파라곤II,115.6,2021H2,1,78500.0,78500,78500
화성시,동탄파라곤II,115.6,2023H1,2,59350.0,57000,61700
화성시,동탄파라곤II,115.6,2024H1,2,63000.0,63000,63000
화성시,동탄파라곤II,115.6,2024H2,1,65000.0,65000,65000
화성시,동탄파라곤II,115.6,2025H1,2,62500.0,61500,63500
화성시,동탄파라곤II,115.6,2025H2,1,68500.0,68500,68500
화성시,동탄파라곤II,115.6,2026H1,3,65000.0,64500,73000
화성시,동탄파라곤II,162.6,2021H2,1,122000.0,122000,122000
화성시,레이크반도유보라아이비파크9.0,93.4,2020H1,1,46000.0,46000,46000
화성시,레이크반도유보라아이비파크9.0,93.4,2020H2,1,64800.0,64800,64800
화성시,레이크반도유보라아이비파크9.0,93.4,2021H1,2,72750.0,71000,74500
화성시,레이크반도유보라아이비파크9.0,93.4,2023H2,2,62500.0,61000,64000
화성시,레이크반도유보라아이비파크9.0,93.4,2024H1,1,61500.0,61500,61500
화성시,레이크반도유보라아이비파크9.0,93.4,2025H2,1,64000.0,64000,64000
화성시,레이크반도유보라아이비파크9.0,93.4,2026H1,1,60000.0,60000,60000
화성시,레이크반도유보라아이비파크9.0,102.0,2020H1,29,53700.0,41500,67500
화성시,레이크반도유보라아이비파크9.0,102.0,2020H2,15,65000.0,55000,74000
화성시,레이크반도유보라아이비파크9.0,102.0,2021H1,10,71600.0,65000,78500
화성시,레이크반도유보라아이비파크9.0,102.0,2021H2,8,80150.0,74000,95000
화성시,레이크반도유보라아이비파크9.0,102.0,2022H1,2,70400.0,69800,71000
화성시,레이크반도유보라아이비파크9.0,102.0,2022H2,2,60250.0,59500,61000
화성시,레이크반도유보라아이비파크9.0,102.0,2023H1,8,62500.0,55000,65000
화성시,레이크반도유보라아이비파크9.0,102.0,2023H2,14,64150.0,59000,68800
화성시,레이크반도유보라아이비파크9.0,102.0,2024H1,3,61500.0,60000,63000
화성시,레이크반도유보라아이비파크9.0,102.0,2024H2,11,64000.0,39200,68000
화성시,레이크반도유보라아이비파크9.0,102.0,2025H1,4,63350.0,62000,64000
화성시,레이크반도유보라아이비파크9.0,102.0,2025H2,8,64000.0,54000,70000
화성시,레이크반도유보라아이비파크9.0,102.0,2026H1,17,62000.0,59500,70000
화성시,레이크반도유보라아이비파크9.0,102.0,2026H2,4,70750.0,60000,80000
화성시,레이크반도유보라아이비파크9.0,104.4,2020H1,11,55000.0,45700,65000
화성시,레이크반도유보라아이비파크9.0,104.4,2020H2,6,69150.0,59600,73000
화성시,레이크반도유보라아이비파크9.0,104.4,2021H1,4,76250.0,74000,79000
화성시,레이크반도유보라아이비파크9.0,104.4,2021H2,3,98000.0,93000,103000
화성시,레이크반도유보라아이비파크9.0,104.4,2022H2,2,70500.0,55000,86000
화성시,레이크반도유보라아이비파크9.0,104.4,2023H1,7,66500.0,60000,87000
화성시,레이크반도유보라아이비파크9.0,104.4,2023H2,1,82800.0,82800,82800
화성시,레이크반도유보라아이비파크9.0,104.4,2024H1,2,76450.0,68900,84000
화성시,레이크반도유보라아이비파크9.0,104.4,2024H2,6,67750.0,63500,84000
화성시,레이크반도유보라아이비파크9.0,104.4,2025H2,6,65000.0,62000,68000
화성시,레이크반도유보라아이비파크9.0,104.4,2026H1,10,71000.0,65000,81000
화성시,레이크반도유보라아이비파크9.0,104.4,2026H2,1,77000.0,77000,77000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2020H1,3,37000.0,35000,45000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2020H2,4,47250.0,43500,50000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2021H1,7,57000.0,53600,59000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2021H2,3,60000.0,60000,63300
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2022H2,2,43400.0,40800,46000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2023H1,3,42700.0,36000,44000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2023H2,1,51500.0,51500,51500
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2024H1,1,52000.0,52000,52000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2024H2,3,52000.0,50900,52700
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2025H1,5,49500.0,47000,50000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2025H2,7,46000.0,44500,50000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2026H1,3,51900.0,49900,52000
화성시,레이크힐 반도유보라 아이비파크 10.2,77.2,2026H2,1,53000.0,53000,53000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2020H1,20,43950.0,39000,55000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2020H2,10,56250.0,54800,59300
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2021H1,37,60000.0,50000,65900
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2021H2,16,65000.0,56900,72000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2022H1,4,59450.0,59000,61000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2022H2,6,49000.0,48000,50000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2023H1,22,48900.0,44500,53500
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2023H2,14,53775.0,51900,55250
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2024H1,25,52700.0,47000,55000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2024H2,23,53000.0,49800,55000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2025H1,15,52200.0,51400,53000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2025H2,15,51000.0,42000,53000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2026H1,52,53000.0,49000,58000
화성시,레이크힐 반도유보라 아이비파크 10.2,85.0,2026H2,6,59000.0,54800,60000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2020H1,8,49250.0,45000,54000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2020H2,5,61900.0,53000,64500
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2021H1,14,65500.0,59000,68700
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2021H2,6,69500.0,61000,75000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2022H1,4,66975.0,64000,71800
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2022H2,1,56800.0,56800,56800
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2023H1,10,58000.0,50000,61000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2023H2,7,60000.0,58700,61500
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2024H1,4,57900.0,57300,60600
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2024H2,8,59350.0,53000,61900
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2025H1,5,56000.0,54500,63000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2025H2,15,56500.0,53000,60900
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2026H1,26,57950.0,50000,64000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.7,2026H2,2,61150.0,59500,62800
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2020H1,15,50000.0,43900,56000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2020H2,4,59500.0,56000,62700
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2021H1,9,63500.0,61500,70000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2021H2,13,74000.0,68900,87800
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2022H1,2,66900.0,65300,68500
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2022H2,5,64500.0,55000,68000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2023H1,9,55000.0,49000,65500
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2023H2,4,59500.0,58000,61600
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2024H1,4,57250.0,44000,60000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2024H2,4,60900.0,55500,67000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2025H1,6,57000.0,54300,59000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2025H2,9,56300.0,39000,59000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2026H1,22,57225.0,50500,62000
화성시,레이크힐 반도유보라 아이비파크 10.2,96.8,2026H2,1,63000.0,63000,63000
화성시,반도유보라아이비파크3,60.0,2020H1,48,44900.0,37500,49500
화성시,반도유보라아이비파크3,60.0,2020H2,44,50750.0,47000,57200
화성시,반도유보라아이비파크3,60.0,2021H1,32,59700.0,52000,63000
화성시,반도유보라아이비파크3,60.0,2021H2,20,68050.0,59500,74000
화성시,반도유보라아이비파크3,60.0,2022H1,12,59350.0,56900,66000
화성시,반도유보라아이비파크3,60.0,2022H2,16,44500.0,41000,59000
화성시,반도유보라아이비파크3,60.0,2023H1,25,46000.0,40000,56000
화성시,반도유보라아이비파크3,60.0,2023H2,15,54900.0,49300,57500
화성시,반도유보라아이비파크3,60.0,2024H1,13,57000.0,51000,58000
화성시,반도유보라아이비파크3,60.0,2024H2,16,55000.0,52400,56800
화성시,반도유보라아이비파크3,60.0,2025H1,23,56500.0,51000,60000
화성시,반도유보라아이비파크3,60.0,2025H2,39,57800.0,51400,63300
화성시,반도유보라아이비파크3,60.0,2026H1,57,65000.0,51000,81800
화성시,반도유보라아이비파크3,60.0,2026H2,3,80500.0,66500,85000
화성시,반도유보라아이비파크3,74.4,2020H1,4,53400.0,48000,55000
화성시,반도유보라아이비파크3,74.4,2020H2,5,59500.0,43200,64700
화성시,반도유보라아이비파크3,74.4,2021H1,5,68000.0,60500,74500
화성시,반도유보라아이비파크3,74.4,2021H2,1,77000.0,77000,77000
화성시,반도유보라아이비파크3,74.4,2022H1,1,75000.0,75000,75000
화성시,반도유보라아이비파크3,74.4,2022H2,1,58000.0,58000,58000
화성시,반도유보라아이비파크3,74.4,2023H1,4,55500.0,52000,63900
화성시,반도유보라아이비파크3,74.4,2023H2,3,67300.0,63800,69300
화성시,반도유보라아이비파크3,74.4,2024H1,1,64500.0,64500,64500
화성시,반도유보라아이비파크3,74.4,2024H2,1,64000.0,64000,64000
화성시,반도유보라아이비파크3,74.4,2025H1,1,65000.0,65000,65000
화성시,반도유보라아이비파크3,74.4,2025H2,7,65000.0,62000,67000
화성시,반도유보라아이비파크3,74.4,2026H1,4,75150.0,74000,77800
화성시,반도유보라아이비파크3,75.0,2020H1,5,54700.0,47000,57700
화성시,반도유보라아이비파크3,75.0,2020H2,5,63800.0,60500,64000
화성시,반도유보라아이비파크3,75.0,2021H1,7,69700.0,64500,73500
화성시,반도유보라아이비파크3,75.0,2021H2,2,78000.0,78000,78000
화성시,반도유보라아이비파크3,75.0,2022H1,1,71500.0,71500,71500
화성시,반도유보라아이비파크3,75.0,2022H2,2,56250.0,54500,58000
화성시,반도유보라아이비파크3,75.0,2023H1,3,55000.0,54500,55800
화성시,반도유보라아이비파크3,75.0,2023H2,1,58000.0,58000,58000
화성시,반도유보라아이비파크3,75.0,2024H1,1,65000.0,65000,65000
화성시,반도유보라아이비파크3,75.0,2024H2,6,62950.0,60000,64000
화성시,반도유보라아이비파크3,75.0,2025H1,3,66000.0,59900,67000
화성시,반도유보라아이비파크3,75.0,2025H2,8,65400.0,60800,71500
화성시,반도유보라아이비파크3,75.0,2026H1,7,74800.0,60000,79000
화성시,반도유보라아이비파크3,84.9,2020H1,6,62300.0,59800,64500
화성시,반도유보라아이비파크3,84.9,2020H2,4,68500.0,66000,70000
화성시,반도유보라아이비파크3,84.9,2021H1,7,78500.0,76000,84000
화성시,반도유보라아이비파크3,84.9,2021H2,3,86000.0,86000,95000
화성시,반도유보라아이비파크3,84.9,2022H1,2,77850.0,76700,79000
화성시,반도유보라아이비파크3,84.9,2023H1,2,68500.0,68000,69000
화성시,반도유보라아이비파크3,84.9,2023H2,1,73900.0,73900,73900
화성시,반도유보라아이비파크3,84.9,2024H2,2,73750.0,73000,74500
화성시,반도유보라아이비파크3,84.9,2025H1,2,70250.0,70000,70500
화성시,반도유보라아이비파크3,84.9,2025H2,5,79000.0,78000,80700
화성시,반도유보라아이비파크3,84.9,2026H1,6,84600.0,75000,92700
화성시,반도유보라아이비파크3,85.0,2020H1,1,50000.0,50000,50000
화성시,반도유보라아이비파크3,85.0,2020H2,3,69500.0,65000,74000
화성시,반도유보라아이비파크3,85.0,2021H1,6,74750.0,73000,79000
화성시,반도유보라아이비파크3,85.0,2021H2,3,87000.0,85000,89000
화성시,반도유보라아이비파크3,85.0,2022H1,1,79800.0,79800,79800
화성시,반도유보라아이비파크3,85.0,2022H2,1,65000.0,65000,65000
화성시,반도유보라아이비파크3,85.0,2023H1,1,69500.0,69500,69500
화성시,반도유보라아이비파크3,85.0,2023H2,1,75000.0,75000,75000
화성시,반도유보라아이비파크3,85.0,2024H1,1,74800.0,74800,74800
화성시,반도유보라아이비파크3,85.0,2024H2,4,72500.0,69300,74500
화성시,반도유보라아이비파크3,85.0,2025H2,4,72800.0,69800,77000
화성시,반도유보라아이비파크3,85.0,2026H1,8,83550.0,56000,93000
화성시,시범다은마을우남퍼스트빌,67.1,2020H1,13,41900.0,36500,46500
화성시,시범다은마을우남퍼스트빌,67.1,2020H2,12,49650.0,43000,52000
화성시,시범다은마을우남퍼스트빌,67.1,2021H1,7,61900.0,53500,65750
화성시,시범다은마을우남퍼스트빌,67.1,2021H2,9,65900.0,61100,67800
화성시,시범다은마을우남퍼스트빌,67.1,2022H1,2,59950.0,59000,60900
화성시,시범다은마을우남퍼스트빌,67.1,2023H1,7,50000.0,44000,54500
화성시,시범다은마을우남퍼스트빌,67.1,2023H2,3,54000.0,54000,58900
화성시,시범다은마을우남퍼스트빌,67.1,2024H1,3,57000.0,56800,58000
화성시,시범다은마을우남퍼스트빌,67.1,2024H2,4,55500.0,54200,56500
화성시,시범다은마을우남퍼스트빌,67.1,2025H1,8,58000.0,53500,64000
화성시,시범다은마을우남퍼스트빌,67.1,2025H2,13,58800.0,51000,64300
화성시,시범다은마을우남퍼스트빌,67.1,2026H1,16,67150.0,59800,80000
화성시,시범다은마을우남퍼스트빌,67.1,2026H2,2,81750.0,80000,83500
화성시,시범다은마을우남퍼스트빌,84.4,2020H1,11,49000.0,42000,56800
화성시,시범다은마을우남퍼스트빌,84.4,2020H2,6,55500.0,52000,60000
화성시,시범다은마을우남퍼스트빌,84.4,2021H1,5,69000.0,62500,71900
화성시,시범다은마을우남퍼스트빌,84.4,2021H2,8,72750.0,68000,77000
화성시,시범다은마을우남퍼스트빌,84.4,2022H1,1,69500.0,69500,69500
화성시,시범다은마을우남퍼스트빌,84.4,2023H1,5,53500.0,52000,55000
화성시,시범다은마을우남퍼스트빌,84.4,2023H2,2,65000.0,65000,65000
화성시,시범다은마을우남퍼스트빌,84.4,2024H1,2,60750.0,59500,62000
화성시,시범다은마을우남퍼스트빌,84.4,2024H2,4,64000.0,57500,68000
화성시,시범다은마을우남퍼스트빌,84.4,2025H1,2,64350.0,64000,64700
화성시,시범다은마을우남퍼스트빌,84.4,2025H2,4,61500.0,59000,70500
화성시,시범다은마을우남퍼스트빌,84.4,2026H1,9,74700.0,70800,87000
화성시,시범다은마을우남퍼스트빌,85.0,2020H1,14,51000.0,38000,56000
화성시,시범다은마을우남퍼스트빌,85.0,2020H2,11,57000.0,53500,66000
화성시,시범다은마을우남퍼스트빌,85.0,2021H1,1,71000.0,71000,71000
화성시,시범다은마을우남퍼스트빌,85.0,2021H2,4,75000.0,75000,75500
화성시,시범다은마을우남퍼스트빌,85.0,2022H1,9,65000.0,62000,70000
화성시,시범다은마을우남퍼스트빌,85.0,2022H2,1,65500.0,65500,65500
화성시,시범다은마을우남퍼스트빌,85.0,2023H1,7,56000.0,51900,62000
화성시,시범다은마을우남퍼스트빌,85.0,2023H2,4,62600.0,59000,68000
화성시,시범다은마을우남퍼스트빌,85.0,2024H1,9,62000.0,61000,65000
화성시,시범다은마을우남퍼스트빌,85.0,2024H2,4,68250.0,64000,69700
화성시,시범다은마을우남퍼스트빌,85.0,2025H1,9,68000.0,63500,69500
화성시,시범다은마을우남퍼스트빌,85.0,2025H2,11,66500.0,62900,72500
화성시,시범다은마을우남퍼스트빌,85.0,2026H1,13,69500.0,66000,75900
화성시,시범다은마을우남퍼스트빌,85.0,2026H2,1,98000.0,98000,98000
화성시,시범반도유보라아이비파크4.0,84.6,2020H1,4,79600.0,73600,84800
화성시,시범반도유보라아이비파크4.0,84.6,2020H2,3,100000.0,98000,104500
화성시,시범반도유보라아이비파크4.0,84.6,2021H1,1,102600.0,102600,102600
화성시,시범반도유보라아이비파크4.0,84.6,2021H2,1,119300.0,119300,119300
화성시,시범반도유보라아이비파크4.0,84.6,2022H1,3,97000.0,96500,102900
화성시,시범반도유보라아이비파크4.0,84.6,2022H2,1,82000.0,82000,82000
화성시,시범반도유보라아이비파크4.0,84.6,2023H1,3,84000.0,79400,92700
화성시,시범반도유보라아이비파크4.0,84.6,2023H2,3,100400.0,94000,101800
화성시,시범반도유보라아이비파크4.0,84.6,2024H1,2,94750.0,93000,96500
화성시,시범반도유보라아이비파크4.0,84.6,2024H2,4,101500.0,99000,103500
화성시,시범반도유보라아이비파크4.0,84.6,2025H1,6,102100.0,95500,104300
화성시,시범반도유보라아이비파크4.0,84.6,2025H2,2,109250.0,107000,111500
화성시,시범반도유보라아이비파크4.0,84.6,2026H1,4,125000.0,114700,140000
화성시,시범반도유보라아이비파크4.0,84.8,2020H1,3,81500.0,78000,83500
화성시,시범반도유보라아이비파크4.0,84.8,2020H2,7,91000.0,85300,100000
화성시,시범반도유보라아이비파크4.0,84.8,2021H1,3,107000.0,100500,108000
화성시,시범반도유보라아이비파크4.0,84.8,2021H2,2,114500.0,110000,119000
화성시,시범반도유보라아이비파크4.0,84.8,2022H1,2,97000.0,97000,97000
화성시,시범반도유보라아이비파크4.0,84.8,2022H2,3,79000.0,74000,120000
화성시,시범반도유보라아이비파크4.0,84.8,2023H1,5,76000.0,75500,96800
화성시,시범반도유보라아이비파크4.0,84.8,2023H2,2,98650.0,97900,99400
화성시,시범반도유보라아이비파크4.0,84.8,2024H2,2,101500.0,100500,102500
화성시,시범반도유보라아이비파크4.0,84.8,2025H1,5,103800.0,97500,105000
화성시,시범반도유보라아이비파크4.0,84.8,2025H2,3,110700.0,107000,116000
화성시,시범반도유보라아이비파크4.0,84.8,2026H1,7,135000.0,117500,159000
화성시,시범반도유보라아이비파크4.0,85.0,2020H1,11,78800.0,76800,84000
화성시,시범반도유보라아이비파크4.0,85.0,2020H2,15,94100.0,83000,99800
화성시,시범반도유보라아이비파크4.0,85.0,2021H1,4,107750.0,104500,108000
화성시,시범반도유보라아이비파크4.0,85.0,2021H2,9,120000.0,100000,125000
화성시,시범반도유보라아이비파크4.0,85.0,2022H1,7,98000.0,88300,115000
화성시,시범반도유보라아이비파크4.0,85.0,2022H2,3,79000.0,78000,96000
화성시,시범반도유보라아이비파크4.0,85.0,2023H1,9,89700.0,76700,94000
화성시,시범반도유보라아이비파크4.0,85.0,2023H2,4,99500.0,94900,102000
